,text,Label
340,idthelastwordwithsuchsuddenviolencethatalicequitejumpedbutshesawinanothermomentthatitwasaddressedtothebabyandnottohersoshetookcourageand,1
341,wentonagainididntknowthatcheshirecatsalwaysgrinnedinfactididntknowthatcatscouldgrintheyallcansaidtheduchessandmostofemdoidontknowofanyth,1
342,atdoalicesaidverypolitelyfeelingquitepleasedtohavegotintoaconversationyoudontknowmuchsaidtheduchessandthatsafactalicedidnotatalllikethet,1
343,oneofthisremarkandthoughtitwouldbeaswelltointroducesomeothersubjectofconversationwhileshewastryingtofixononethecooktookthecauldronofsoup,1
344,offthefireandatoncesettoworkthrowingeverythingwithinherreachattheduchessandthebabythefireironscamefirstthenfollowedashowerofsaucepanspla,1
345,tesanddishestheduchesstooknonoticeofthemevenwhentheyhitherandthebabywashowlingsomuchalreadythatitwasquiteimpossibletosaywhethertheblowsh,1
346,urtitornotohpleasemindwhatyouredoingcriedalicejumpingupanddowninanagonyofterrorohtheregoeshispreciousnoseasanunusuallylargesaucepanflewc,1
347,losebyitandverynearlycarrieditoffifeverybodymindedtheirownbusinesstheduchesssaidinahoarsegrowltheworldwouldgoroundadealfasterthanitdoesw,1
348,hichwouldnotbeanadvantagesaidalicewhofeltverygladtogetanopportunityofshowingoffalittleofherknowledgejustthinkofwhatworkitwouldmakewithth,1
349,edayandnightyouseetheearthtakestwentyfourhourstoturnroundonitsaxistalkingofaxessaidtheduchesschopoffherheadaliceglancedratheranxiouslyat,1
350,thecooktoseeifshemeanttotakethehintbutthecookwasbusilystirringthesoupandseemednottobelisteningsoshewentonagaintwentyfourhoursithinkorisi,1
351,ttwelveiohdontbothermesaidtheduchessinevercouldabidefiguresandwiththatshebegannursingherchildagainsingingasortoflullabytoitasshedidsoand,1
352,givingitaviolentshakeattheendofeverylinespeakroughlytoyourlittleboyandbeathimwhenhesneezesheonlydoesittoannoybecauseheknowsitteasesinwhi,1
353,chthecookandthebabyjoinedwowwowwowwhiletheduchesssangthesecondverseofthesongshekepttossingthebabyviolentlyupanddownandthepoorlittlething,1
354,howledsothatalicecouldhardlyhearthewordsispeakseverelytomyboyibeathimwhenhesneezesforhecanthoroughlyenjoythepepperwhenhepleaseswowwowwow,1
355,hereyoumaynurseitabitifyouliketheduchesssaidtoaliceflingingthebabyatherasshespokeimustgoandgetreadytoplaycroquetwiththequeenandshehurrie,1
356,doutoftheroomthecookthrewafryingpanafterherasshewentoutbutitjustmissedheralicecaughtthebabywithsomedifficultyasitwasaqueershapedlittlecr,1
357,eatureandheldoutitsarmsandlegsinalldirectionsjustlikeastarfishthoughtalicethepoorlittlethingwassnortinglikeasteamenginewhenshecaughtitan,1
358,dkeptdoublingitselfupandstraighteningitselfoutagainsothataltogetherforthefirstminuteortwoitwasasmuchasshecoulddotoholditassoonasshehadma,1
359,deouttheproperwayofnursingitwhichwastotwistitupintoasortofknotandthenkeeptightholdofitsrightearandleftfootsoastopreventitsundoingitselfs,1
360,hecarrieditoutintotheopenairifidonttakethischildawaywithmethoughtalicetheyresuretokillitinadayortwowouldntitbemurdertoleaveitbehindshesa,1
361,idthelastwordsoutloudandthelittlethinggruntedinreplyithadleftoffsneezingbythistimedontgruntsaidalicethatsnotatallaproperwayofexpressingy,1
362,ourselfthebabygruntedagainandalicelookedveryanxiouslyintoitsfacetoseewhatwasthematterwithittherecouldbenodoubtthatithadaveryturnupnosemu,1
363,chmorelikeasnoutthanarealnosealsoitseyesweregettingextremelysmallforababyaltogetheralicedidnotlikethelookofthethingatallbutperhapsitwaso,1
364,nlysobbingshethoughtandlookedintoitseyesagaintoseeiftherewereanytearsnotherewerenotearsifyouregoingtoturnintoapigmydearsaidaliceseriousl,1
365,yillhavenothingmoretodowithyoumindnowthepoorlittlethingsobbedagainorgrunteditwasimpossibletosaywhichandtheywentonforsomewhileinsilenceal,1
366,icewasjustbeginningtothinktoherselfnowwhatamitodowiththiscreaturewhenigetithomewhenitgruntedagainsoviolentlythatshelookeddownintoitsface,1
367,insomealarmthistimetherecouldbenomistakeaboutititwasneithermorenorlessthanapigandshefeltthatitwouldbequiteabsurdforhertocarryitfurtherso,1
368,shesetthelittlecreaturedownandfeltquiterelievedtoseeittrotawayquietlyintothewoodifithadgrownupshesaidtoherselfitwouldhavemadeadreadfully,1
369,uglychildbutitmakesratherahandsomepigithinkandshebeganthinkingoverotherchildrensheknewwhomightdoverywellaspigsandwasjustsayingtoherselfi,1
370,foneonlyknewtherightwaytochangethemwhenshewasalittlestartledbyseeingthecheshirecatsittingonaboughofatreeafewyardsoffthecatonlygrinnedwhe,1
371,nitsawaliceitlookedgoodnaturedshethoughtstillithadverylongclawsandagreatmanyteethsoshefeltthatitoughttobetreatedwithrespectcheshirepusss,1
372,hebeganrathertimidlyasshedidnotatallknowwhetheritwouldlikethenamehoweveritonlygrinnedalittlewidercomeitspleasedsofarthoughtaliceandshewe,1
373,ntonwouldyoutellmepleasewhichwayioughttogofromherethatdependsagooddealonwhereyouwanttogettosaidthecatidontmuchcarewheresaidalicethenitdo,1
374,esntmatterwhichwayyougosaidthecatsolongasigetsomewherealiceaddedasanexplanationohyouresuretodothatsaidthecatifyouonlywalklongenoughalice,1
375,feltthatthiscouldnotbedeniedsoshetriedanotherquestionwhatsortofpeopleliveabouthereinthatdirectionthecatsaidwavingitsrightpawroundlivesah,1
376,atterandinthatdirectionwavingtheotherpawlivesamarchharevisiteitheryouliketheyrebothmadbutidontwanttogoamongmadpeoplealiceremarkedohyouca,1
377,nthelpthatsaidthecatwereallmadhereimmadyouremadhowdoyouknowimmadsaidaliceyoumustbesaidthecatoryouwouldnthavecomeherealicedidntthinkthatp,1
378,roveditatallhowevershewentonandhowdoyouknowthatyouremadtobeginwithsaidthecatadogsnotmadyougrantthatisupposesosaidalicewellthenthecatwent,1
379,onyouseeadoggrowlswhenitsangryandwagsitstailwhenitspleasednowigrowlwhenimpleasedandwagmytailwhenimangrythereforeimmadicallitpurringnotgr,1
380,owlingsaidalicecallitwhatyoulikesaidthecatdoyouplaycroquetwiththequeentodayishouldlikeitverymuchsaidalicebutihaventbeeninvitedyetyoullse,1
381,emetheresaidthecatandvanishedalicewasnotmuchsurprisedatthisshewasgettingsousedtoqueerthingshappeningwhileshewaslookingattheplacewhereith,1
382,adbeenitsuddenlyappearedagainbythebyewhatbecameofthebabysaidthecatidnearlyforgottentoaskitturnedintoapigalicequietlysaidjustasifithadcom,1
383,ebackinanaturalwayithoughtitwouldsaidthecatandvanishedagainalicewaitedalittlehalfexpectingtoseeitagainbutitdidnotappearandafteraminuteor,1
384,twoshewalkedoninthedirectioninwhichthemarchharewassaidtoliveiveseenhattersbeforeshesaidtoherselfthemarchharewillbemuchthemostinteresting,1
385,andperhapsasthisismayitwontberavingmadatleastnotsomadasitwasinmarchasshesaidthisshelookedupandtherewasthecatagainsittingonabranchofatree,1
386,didyousaypigorfigsaidthecatisaidpigrepliedaliceandiwishyouwouldntkeepappearingandvanishingsosuddenlyyoumakeonequitegiddyallrightsaidthec,1
387,atandthistimeitvanishedquiteslowlybeginningwiththeendofthetailandendingwiththegrinwhichremainedsometimeaftertherestofithadgonewelliveoft,1
388,enseenacatwithoutagrinthoughtalicebutagrinwithoutacatitsthemostcuriousthingieversawinmylifeshehadnotgonemuchfartherbeforeshecameinsighto,1
389,fthehouseofthemarchhareshethoughtitmustbetherighthousebecausethechimneyswereshapedlikeearsandtheroofwasthatchedwithfuritwassolargeahouse,1
390,thatshedidnotliketogonearertillshehadnibbledsomemoreofthelefthandbitofmushroomandraisedherselftoabouttwofeethigheventhenshewalkeduptowar,1
391,dsitrathertimidlysayingtoherselfsupposeitshouldberavingmadafterallialmostwishidgonetoseethehatterinsteadtherewasatablesetoutunderatreein,1
392,frontofthehouseandthemarchhareandthehatterwerehavingteaatitadormousewassittingbetweenthemfastasleepandtheothertwowereusingitasacushionre,1
393,stingtheirelbowsonitandtalkingoveritsheadveryuncomfortableforthedormousethoughtaliceonlyasitsasleepisupposeitdoesntmindthetablewasalarge,1
394,onebutthethreewereallcrowdedtogetheratonecornerofitnoroomnoroomtheycriedoutwhentheysawalicecomingtheresplentyofroomsaidaliceindignantlya,1
395,ndshesatdowninalargearmchairatoneendofthetablehavesomewinethemarchharesaidinanencouragingtonealicelookedallroundthetablebuttherewasnothi,1
396,ngonitbutteaidontseeanywinesheremarkedthereisntanysaidthemarchharethenitwasntverycivilofyoutoofferitsaidaliceangrilyitwasntverycivilofyo,1
397,utositdownwithoutbeinginvitedsaidthemarchhareididntknowitwasyourtablesaidaliceitslaidforagreatmanymorethanthreeyourhairwantscuttingsaidt,1
398,hehatterhehadbeenlookingataliceforsometimewithgreatcuriosityandthiswashisfirstspeechyoushouldlearnnottomakepersonalremarksalicesaidwiths,1
399,omeseverityitsveryrudethehatteropenedhiseyesverywideonhearingthisbutallhesaidwaswhyisaravenlikeawritingdeskcomeweshallhavesomefunnowthou,1
400,ghtaliceimgladtheyvebegunaskingriddlesibelieveicanguessthatsheaddedalouddoyoumeanthatyouthinkyoucanfindouttheanswertoitsaidthemarchharee,1
401,xactlysosaidalicethenyoushouldsaywhatyoumeanthemarchharewentonidoalicehastilyrepliedatleastatleastimeanwhatisaythatsthesamethingyouknown,1
402,otthesamethingabitsaidthehatteryoumightjustaswellsaythatiseewhatieatisthesamethingasieatwhatiseeyoumightjustaswellsayaddedthemarchhareth,1
403,atilikewhatigetisthesamethingasigetwhatilikeyoumightjustaswellsayaddedthedormousewhoseemedtobetalkinginhissleepthatibreathewhenisleepist,1
404,hesamethingasisleepwhenibreatheitisthesamethingwithyousaidthehatterandheretheconversationdroppedandthepartysatsilentforaminutewhilealice,1
405,thoughtoverallshecouldrememberaboutravensandwritingdeskswhichwasntmuchthehatterwasthefirsttobreakthesilencewhatdayofthemonthisithesaidtu,1
406,rningtoalicehehadtakenhiswatchoutofhispocketandwaslookingatituneasilyshakingiteverynowandthenandholdingittohisearaliceconsideredalittlea,1
407,ndthensaidthefourthtwodayswrongsighedthehatteritoldyoubutterwouldntsuittheworksheaddedlookingangrilyatthemarchhareitwasthebestbutterthem,1
408,archharemeeklyrepliedyesbutsomecrumbsmusthavegotinaswellthehattergrumbledyoushouldnthaveputitinwiththebreadknifethemarchharetookthewatch,1
409,andlookedatitgloomilythenhedippeditintohiscupofteaandlookedatitagainbuthecouldthinkofnothingbettertosaythanhisfirstremarkitwasthebestbut,1
410,teryouknowalicehadbeenlookingoverhisshoulderwithsomecuriositywhatafunnywatchsheremarkedittellsthedayofthemonthanddoesnttellwhatoclockiti,1
411,swhyshoulditmutteredthehatterdoesyourwatchtellyouwhatyearitisofcoursenotalicerepliedveryreadilybutthatsbecauseitstaysthesameyearforsucha,1
412,longtimetogetherwhichisjustthecasewithminesaidthehatteralicefeltdreadfullypuzzledthehattersremarkseemedtohavenosortofmeaninginitandyetit,1
413,wascertainlyenglishidontquiteunderstandyoushesaidaspolitelyasshecouldthedormouseisasleepagainsaidthehatterandhepouredalittlehotteauponit,1
414,snosethedormouseshookitsheadimpatientlyandsaidwithoutopeningitseyesofcourseofcoursejustwhatiwasgoingtoremarkmyselfhaveyouguessedtheriddl,1
415,eyetthehattersaidturningtoaliceagainnoigiveitupalicerepliedwhatstheanswerihaventtheslightestideasaidthehatternorisaidthemarchharealicesi,1
416,ghedwearilyithinkyoumightdosomethingbetterwiththetimeshesaidthanwasteitinaskingriddlesthathavenoanswersifyouknewtimeaswellasidosaidtheha,1
417,tteryouwouldnttalkaboutwastingititshimidontknowwhatyoumeansaidaliceofcourseyoudontthehattersaidtossinghisheadcontemptuouslyidaresayyoune,1
418,verevenspoketotimeperhapsnotalicecautiouslyrepliedbutiknowihavetobeattimewhenilearnmusicahthataccountsforitsaidthehatterhewontstandbeati,1
419,ngnowifyouonlykeptongoodtermswithhimheddoalmostanythingyoulikedwiththeclockforinstancesupposeitwerenineoclockinthemorningjusttimetobegin,1
420,lessonsyoudonlyhavetowhisperahinttotimeandroundgoestheclockinatwinklinghalfpastonetimefordinnerionlywishitwasthemarchharesaidtoitselfina,1
421,whisperthatwouldbegrandcertainlysaidalicethoughtfullybutthenishouldntbehungryforityouknownotatfirstperhapssaidthehatterbutyoucouldkeepit,1
422,tohalfpastoneaslongasyoulikedisthatthewayyoumanagealiceaskedthehattershookhisheadmournfullynotiherepliedwequarrelledlastmarchjustbeforeh,1
423,ewentmadyouknowpointingwithhisteaspoonatthemarchhareitwasatthegreatconcertgivenbythequeenofheartsandihadtosingtwinkletwinklelittlebathow,1
424,iwonderwhatyoureatyouknowthesongperhapsiveheardsomethinglikeitsaidaliceitgoesonyouknowthehattercontinuedinthiswayupabovetheworldyouflyli,1
425,keateatrayintheskytwinkletwinkleherethedormouseshookitselfandbegansinginginitssleeptwinkletwinkletwinkletwinkleandwentonsolongthattheyha,1
426,dtopinchittomakeitstopwellidhardlyfinishedthefirstversesaidthehatterwhenthequeenjumpedupandbawledouthesmurderingthetimeoffwithhisheadhow,1
427,dreadfullysavageexclaimedaliceandeversincethatthehatterwentoninamournfultonehewontdoathingiaskitsalwayssixoclocknowabrightideacameintoal,1
428,icesheadisthatthereasonsomanyteathingsareputoutheresheaskedyesthatsitsaidthehatterwithasighitsalwaysteatimeandwevenotimetowashthethingsb,1
429,etweenwhilesthenyoukeepmovingroundisupposesaidaliceexactlysosaidthehatterasthethingsgetusedupbutwhathappenswhenyoucometothebeginningagai,1
430,naliceventuredtoasksupposewechangethesubjectthemarchhareinterruptedyawningimgettingtiredofthisivotetheyoungladytellsusastoryimafraididon,1
431,tknowonesaidaliceratheralarmedattheproposalthenthedormouseshalltheybothcriedwakeupdormouseandtheypincheditonbothsidesatoncethedormousesl,1
432,owlyopenedhiseyesiwasntasleephesaidinahoarsefeeblevoiceiheardeverywordyoufellowsweresayingtellusastorysaidthemarchhareyespleasedopleaded,1
433,aliceandbequickaboutitaddedthehatteroryoullbeasleepagainbeforeitsdoneonceuponatimetherewerethreelittlesistersthedormousebeganinagreathur,1
434,ryandtheirnameswereelsielacieandtillieandtheylivedatthebottomofawellwhatdidtheyliveonsaidalicewhoalwaystookagreatinterestinquestionsofea,1
435,tinganddrinkingtheylivedontreaclesaidthedormouseafterthinkingaminuteortwotheycouldnthavedonethatyouknowalicegentlyremarkedtheydhavebeeni,1
436,llsotheyweresaidthedormouseveryillalicetriedtofancytoherselfwhatsuchanextraordinarywaysoflivingwouldbelikebutitpuzzledhertoomuchsoshewen,1
437,tonbutwhydidtheyliveatthebottomofawelltakesomemoreteathemarchharesaidtoaliceveryearnestlyivehadnothingyetalicerepliedinanoffendedtonesoi,1
438,canttakemoreyoumeanyoucanttakelesssaidthehatteritsveryeasytotakemorethannothingnobodyaskedyouropinionsaidalicewhosmakingpersonalremarksn,1
439,owthehatteraskedtriumphantlyalicedidnotquiteknowwhattosaytothissoshehelpedherselftosometeaandbreadandbutterandthenturnedtothedormouseand,1
440,repeatedherquestionwhydidtheyliveatthebottomofawellthedormouseagaintookaminuteortwotothinkaboutitandthensaiditwasatreaclewelltheresnosuc,1
441,hthingalicewasbeginningveryangrilybutthehatterandthemarchharewentshshandthedormousesulkilyremarkedifyoucantbecivilyoudbetterfinishthesto,1
442,ryforyourselfnopleasegoonalicesaidveryhumblyiwontinterruptagainidaresaytheremaybeoneoneindeedsaidthedormouseindignantlyhoweverheconsente,1
443,dtogoonandsothesethreelittlesisterstheywerelearningtodrawyouknowwhatdidtheydrawsaidalicequiteforgettingherpromisetreaclesaidthedormousew,1
444,ithoutconsideringatallthistimeiwantacleancupinterruptedthehatterletsallmoveoneplaceonhemovedonashespokeandthedormousefollowedhimthemarch,1
445,haremovedintothedormousesplaceandaliceratherunwillinglytooktheplaceofthemarchharethehatterwastheonlyonewhogotanyadvantagefromthechangean,1
446,dalicewasagooddealworseoffthanbeforeasthemarchharehadjustupsetthemilkjugintohisplatealicedidnotwishtooffendthedormouseagainsoshebeganver,1
447,ycautiouslybutidontunderstandwheredidtheydrawthetreaclefromyoucandrawwateroutofawaterwellsaidthehattersoishouldthinkyoucoulddrawtreacleo,1
448,utofatreaclewellehstupidbuttheywereinthewellalicesaidtothedormousenotchoosingtonoticethislastremarkofcoursetheyweresaidthedormousewellin,1
449,thisanswersoconfusedpooralicethatsheletthedormousegoonforsometimewithoutinterruptingittheywerelearningtodrawthedormousewentonyawningandr,1
450,ubbingitseyesforitwasgettingverysleepyandtheydrewallmannerofthingseverythingthatbeginswithanmwhywithanmsaidalicewhynotsaidthemarchhareal,1
451,icewassilentthedormousehadcloseditseyesbythistimeandwasgoingoffintoadozebutonbeingpinchedbythehatteritwokeupagainwithalittleshriekandwen,1
452,tonthatbeginswithanmsuchasmousetrapsandthemoonandmemoryandmuchnessyouknowyousaythingsaremuchofamuchnessdidyoueverseesuchathingasadrawing,1
453,ofamuchnessreallynowyouaskmesaidaliceverymuchconfusedidontthinkthenyoushouldnttalksaidthehatterthispieceofrudenesswasmorethanalicecouldb,1
454,earshegotupingreatdisgustandwalkedoffthedormousefellasleepinstantlyandneitheroftheotherstooktheleastnoticeofhergoingthoughshelookedbacko,1
455,nceortwicehalfhopingthattheywouldcallafterherthelasttimeshesawthemtheyweretryingtoputthedormouseintotheteapotatanyrateillnevergothereaga,1
456,insaidaliceasshepickedherwaythroughthewooditsthestupidestteapartyieverwasatinallmylifejustasshesaidthisshenoticedthatoneofthetreeshadado,1
457,orleadingrightintoitthatsverycuriousshethoughtbuteverythingscurioustodayithinkimayaswellgoinatonceandinshewentoncemoreshefoundherselfint,1
458,helonghallandclosetothelittleglasstablenowillmanagebetterthistimeshesaidtoherselfandbeganbytakingthelittlegoldenkeyandunlockingthedoorth,1
459,atledintothegardenthenshewenttoworknibblingatthemushroomshehadkeptapieceofitinherpockettillshewasaboutafoothighthenshewalkeddownthelittl,1
460,epassageandthenshefoundherselfatlastinthebeautifulgardenamongthebrightflowerbedsandthecoolfountainsalargerosetreestoodneartheentranceoft,1
461,hegardentherosesgrowingonitwerewhitebuttherewerethreegardenersatitbusilypaintingthemredalicethoughtthisaverycuriousthingandshewentnearer,1
462,towatchthemandjustasshecameuptothemsheheardoneofthemsaylookoutnowfivedontgosplashingpaintovermelikethaticouldnthelpitsaidfiveinasulkyton,1
463,esevenjoggedmyelbowonwhichsevenlookedupandsaidthatsrightfivealwayslaytheblameonothersyoudbetternottalksaidfiveiheardthequeensayonlyyeste,1
464,rdayyoudeservedtobebeheadedwhatforsaidtheonewhohadspokenfirstthatsnoneofyourbusinesstwosaidsevenyesitishisbusinesssaidfiveandilltellhimi,1
465,twasforbringingthecooktuliprootsinsteadofonionssevenflungdownhisbrushandhadjustbegunwellofalltheunjustthingswhenhiseyechancedtofallupona,1
466,liceasshestoodwatchingthemandhecheckedhimselfsuddenlytheotherslookedroundalsoandallofthembowedlowwouldyoutellmesaidalicealittletimidlywh,1
467,yyouarepaintingthoserosesfiveandsevensaidnothingbutlookedattwotwobeganinalowvoicewhythefactisyouseemissthishereoughttohavebeenaredrosetr,1
468,eeandweputawhiteoneinbymistakeandifthequeenwastofinditoutweshouldallhaveourheadscutoffyouknowsoyouseemissweredoingourbestaforeshecomesto,1
469,atthismomentfivewhohadbeenanxiouslylookingacrossthegardencalledoutthequeenthequeenandthethreegardenersinstantlythrewthemselvesflatuponth,1
470,eirfacestherewasasoundofmanyfootstepsandalicelookedroundeagertoseethequeenfirstcametensoldierscarryingclubsthesewereallshapedlikethethre,1
471,egardenersoblongandflatwiththeirhandsandfeetatthecornersnextthetencourtiersthesewereornamentedalloverwithdiamondsandwalkedtwoandtwoasthe,1
472,soldiersdidafterthesecametheroyalchildrenthereweretenofthemandthelittledearscamejumpingmerrilyalonghandinhandincouplestheywereallornamen,1
473,tedwithheartsnextcametheguestsmostlykingsandqueensandamongthemalicerecognisedthewhiterabbititwastalkinginahurriednervousmannersmilingate,1
474,verythingthatwassaidandwentbywithoutnoticingherthenfollowedtheknaveofheartscarryingthekingscrownonacrimsonvelvetcushionandlastofallthisg,1
475,randprocessioncamethekingandqueenofheartsalicewasratherdoubtfulwhethersheoughtnottoliedownonherfacelikethethreegardenersbutshecouldnotre,1
476,membereverhavingheardofsucharuleatprocessionsandbesideswhatwouldbetheuseofaprocessionthoughtsheifpeoplehadalltoliedownupontheirfacessoth,1
477,attheycouldntseeitsoshestoodstillwhereshewasandwaitedwhentheprocessioncameoppositetoalicetheyallstoppedandlookedatherandthequeensaidseve,1
478,relywhoisthisshesaidittotheknaveofheartswhoonlybowedandsmiledinreplyidiotsaidthequeentossingherheadimpatientlyandturningtoaliceshewenton,1
479,whatsyournamechildmynameisalicesopleaseyourmajestysaidaliceverypolitelybutsheaddedtoherselfwhytheyreonlyapackofcardsafterallineedntbeafr,1
480,aidofthemandwhoarethesesaidthequeenpointingtothethreegardenerswhowerelyingroundtherosetreeforyouseeastheywerelyingontheirfacesandthepatt,1
481,ernontheirbackswasthesameastherestofthepackshecouldnottellwhethertheyweregardenersorsoldiersorcourtiersorthreeofherownchildrenhowshouldi,1
482,knowsaidalicesurprisedatherowncourageitsnobusinessofminethequeenturnedcrimsonwithfuryandafterglaringatherforamomentlikeawildbeastscreame,1
483,doffwithherheadoffnonsensesaidaliceveryloudlyanddecidedlyandthequeenwassilentthekinglaidhishanduponherarmandtimidlysaidconsidermydearshe,1
484,isonlyachildthequeenturnedangrilyawayfromhimandsaidtotheknaveturnthemovertheknavedidsoverycarefullywithonefootgetupsaidthequeeninashrill,1
485,loudvoiceandthethreegardenersinstantlyjumpedupandbeganbowingtothekingthequeentheroyalchildrenandeverybodyelseleaveoffthatscreamedthequee,1
486,nyoumakemegiddyandthenturningtotherosetreeshewentonwhathaveyoubeendoingheremayitpleaseyourmajestysaidtwoinaveryhumbletonegoingdownononek,1
487,neeashespokeweweretryingiseesaidthequeenwhohadmeanwhilebeenexaminingtherosesoffwiththeirheadsandtheprocessionmovedonthreeofthesoldiersre,1
488,mainingbehindtoexecutetheunfortunategardenerswhorantoaliceforprotectionyoushantbebeheadedsaidaliceandsheputthemintoalargeflowerpotthatst,1
489,oodnearthethreesoldierswanderedaboutforaminuteortwolookingforthemandthenquietlymarchedoffaftertheothersaretheirheadsoffshoutedthequeenth,1
490,eirheadsaregoneifitpleaseyourmajestythesoldiersshoutedinreplythatsrightshoutedthequeencanyouplaycroquetthesoldiersweresilentandlookedata,1
491,liceasthequestionwasevidentlymeantforheryesshoutedalicecomeonthenroaredthequeenandalicejoinedtheprocessionwonderingverymuchwhatwouldhapp,1
492,ennextitsitsaveryfinedaysaidatimidvoiceathersideshewaswalkingbythewhiterabbitwhowaspeepinganxiouslyintoherfaceverysaidalicewherestheduch,1
493,esshushhushsaidtherabbitinalowhurriedtonehelookedanxiouslyoverhisshoulderashespokeandthenraisedhimselfupontiptoeputhismouthclosetoherear,1
494,andwhisperedshesundersentenceofexecutionwhatforsaidalicedidyousaywhatapitytherabbitaskednoididntsaidaliceidontthinkitsatallapityisaidwha,1
495,tforsheboxedthequeensearstherabbitbeganalicegavealittlescreamoflaughterohhushtherabbitwhisperedinafrightenedtonethequeenwillhearyouyouse,1
496,eshecameratherlateandthequeensaidgettoyourplacesshoutedthequeeninavoiceofthunderandpeoplebeganrunningaboutinalldirectionstumblingupagain,1
497,steachotherhowevertheygotsettleddowninaminuteortwoandthegamebeganalicethoughtshehadneverseensuchacuriouscroquetgroundinherlifeitwasallri,1
498,dgesandfurrowstheballswerelivehedgehogsthemalletsliveflamingoesandthesoldiershadtodoublethemselvesupandtostandontheirhandsandfeettomaket,1
499,hearchesthechiefdifficultyalicefoundatfirstwasinmanagingherflamingoshesucceededingettingitsbodytuckedawaycomfortablyenoughunderherarmwit,1
500,hitslegshangingdownbutgenerallyjustasshehadgotitsnecknicelystraightenedoutandwasgoingtogivethehedgehogablowwithitsheaditwouldtwistitself,1
501,roundandlookupinherfacewithsuchapuzzledexpressionthatshecouldnothelpburstingoutlaughingandwhenshehadgotitsheaddownandwasgoingtobeginagai,1
502,nitwasveryprovokingtofindthatthehedgehoghadunrolleditselfandwasintheactofcrawlingawaybesidesallthistherewasgenerallyaridgeorfurrowinthew,1
503,aywherevershewantedtosendthehedgehogtoandasthedoubledupsoldierswerealwaysgettingupandwalkingofftootherpartsofthegroundalicesooncametothe,1
504,conclusionthatitwasaverydifficultgameindeedtheplayersallplayedatoncewithoutwaitingforturnsquarrellingallthewhileandfightingforthehedgeho,1
505,gsandinaveryshorttimethequeenwasinafuriouspassionandwentstampingaboutandshoutingoffwithhisheadoroffwithherheadaboutonceinaminutealicebeg,1
506,antofeelveryuneasytobesureshehadnotasyethadanydisputewiththequeenbutsheknewthatitmighthappenanyminuteandthenthoughtshewhatwouldbecomeofm,1
507,etheyredreadfullyfondofbeheadingpeopleherethegreatwonderisthattheresanyoneleftaliveshewaslookingaboutforsomewayofescapeandwonderingwheth,1
508,ershecouldgetawaywithoutbeingseenwhenshenoticedacuriousappearanceintheairitpuzzledherverymuchatfirstbutafterwatchingitaminuteortwoshemad,1
509,eitouttobeagrinandshesaidtoherselfitsthecheshirecatnowishallhavesomebodytotalktohowareyougettingonsaidthecatassoonastherewasmouthenoughf,1
510,orittospeakwithalicewaitedtilltheeyesappearedandthennoddeditsnousespeakingtoitshethoughttillitsearshavecomeoratleastoneoftheminanothermi,1
511,nutethewholeheadappearedandthenaliceputdownherflamingoandbegananaccountofthegamefeelingverygladshehadsomeonetolistentoherthecatseemedtot,1
512,hinkthattherewasenoughofitnowinsightandnomoreofitappearedidontthinktheyplayatallfairlyalicebeganinratheracomplainingtoneandtheyallquarre,1
513,lsodreadfullyonecanthearoneselfspeakandtheydontseemtohaveanyrulesinparticularatleastiftherearenobodyattendstothemandyouvenoideahowconfus,1
514,ingitisallthethingsbeingaliveforinstancetheresthearchivegottogothroughnextwalkingaboutattheotherendofthegroundandishouldhavecroquetedthe,1
515,queenshedgehogjustnowonlyitranawaywhenitsawminecominghowdoyoulikethequeensaidthecatinalowvoicenotatallsaidaliceshessoextremelyjustthensh,1
516,enoticedthatthequeenwasclosebehindherlisteningsoshewentonlikelytowinthatitshardlyworthwhilefinishingthegamethequeensmiledandpassedonwhoa,1
517,reyoutalkingtosaidthekinggoinguptoaliceandlookingatthecatsheadwithgreatcuriosityitsafriendofmineacheshirecatsaidaliceallowmetointroducei,1
518,tidontlikethelookofitatallsaidthekinghoweveritmaykissmyhandifitlikesidrathernotthecatremarkeddontbeimpertinentsaidthekinganddontlookatme,1
519,likethathegotbehindaliceashespokeacatmaylookatakingsaidaliceivereadthatinsomebookbutidontrememberwherewellitmustberemovedsaidthekingvery,1
520,decidedlyandhecalledthequeenwhowaspassingatthemomentmydeariwishyouwouldhavethiscatremovedthequeenhadonlyonewayofsettlingalldifficultiesg,1
521,reatorsmalloffwithhisheadshesaidwithoutevenlookingroundillfetchtheexecutionermyselfsaidthekingeagerlyandhehurriedoffalicethoughtshemight,1
522,aswellgobackandseehowthegamewasgoingonassheheardthequeensvoiceinthedistancescreamingwithpassionshehadalreadyheardhersentencethreeofthepl,1
523,ayerstobeexecutedforhavingmissedtheirturnsandshedidnotlikethelookofthingsatallasthegamewasinsuchconfusionthatsheneverknewwhetheritwasher,1
524,turnornotsoshewentinsearchofherhedgehogthehedgehogwasengagedinafightwithanotherhedgehogwhichseemedtoaliceanexcellentopportunityforcroque,1
525,tingoneofthemwiththeothertheonlydifficultywasthatherflamingowasgoneacrosstotheothersideofthegardenwherealicecouldseeittryinginahelplesss,1
526,ortofwaytoflyupintoatreebythetimeshehadcaughttheflamingoandbroughtitbackthefightwasoverandboththehedgehogswereoutofsightbutitdoesntmatte,1
527,rmuchthoughtaliceasallthearchesaregonefromthissideofthegroundsoshetuckeditawayunderherarmthatitmightnotescapeagainandwentbackforalittlem,1
